CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Pakistan,PAK,,,NAT_TOTAL,20201031,2,0,1,1,2,0,4,0,0,,3,0,0,,2,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,333970,6823,53.24,53.24,57.86,57.86,59.72,59.72,57.37,57.37,75,75
Pakistan,PAK,,,NAT_TOTAL,20201130,3,1,3,0,2,0,4,0,0,,3,0,0,,2,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,400482,8091,64.35,64.35,68.57,68.57,66.39,66.39,65.06,65.06,75,75
Pakistan,PAK,,,NAT_TOTAL,20201231,3,1,3,0,2,0,4,0,0,,3,0,0,,2,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,482178,10176,64.35,64.35,68.57,68.57,66.39,66.39,65.06,65.06,75,75
Panama,PAN,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,8.33,8.33,13.1,13.1,5,5,5.77,5.77,0,0
Panama,PAN,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,8.33,8.33,13.1,13.1,5,5,5.77,5.77,0,0
Panama,PAN,,,NAT_TOTAL,20200331,3,1,3,1,2,1,3,1,0,,1,1,2,1,3,0,,0,0,0,2,1,2,1,0,0,0,,0,,,1181,30,75.93,75.93,82.14,82.14,53.33,53.33,61.54,61.54,0,0
Panama,PAN,,,NAT_TOTAL,20200430,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,0,2,6700000,0,2,1,2,1,0,0,0,,0,,,6532,188,93.52,93.52,100,100,72.22,72.22,73.72,73.72,62.5,62.5
Panama,PAN,,,NAT_TOTAL,20200531,3,1,2,1,2,1,3,1,2,1,2,1,2,1,4,1,0,2,0,0,2,1,2,1,0,0,0,,0,,,13463,336,89.81,89.81,96.43,96.43,70,70,71.15,71.15,62.5,62.5
Panama,PAN,,,NAT_TOTAL,20200630,3,1,2,1,2,1,3,1,1,1,3,0,2,0,4,1,0,2,0,0,2,1,2,1,0,0,4,1,0,,,33550,631,83.33,83.33,88.1,88.1,72.78,72.78,74.36,74.36,62.5,62.5
Panama,PAN,,,NAT_TOTAL,20200731,3,1,1,0,2,1,3,1,2,0,3,0,2,0,4,1,0,2,0,0,2,1,2,1,0,0,4,1,0,,,65256,1421,80.56,80.56,80.95,80.95,71.11,71.11,72.44,72.44,62.5,62.5
Panama,PAN,,,NAT_TOTAL,20200831,3,1,2,1,2,1,3,1,1,1,2,1,2,0,4,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,92982,2002,81.48,81.48,88.1,88.1,76.67,76.67,76.92,76.92,75,75
Panama,PAN,,,NAT_TOTAL,20200930,3,1,2,1,2,1,3,1,2,1,2,1,2,0,4,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,112595,2372,87.04,87.04,92.86,92.86,80,80,80.77,80.77,75,75
Panama,PAN,,,NAT_TOTAL,20201031,3,1,2,1,2,1,4,1,0,,1,1,0,,1,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,133598,2700,58.33,58.33,64.29,64.29,62.78,62.78,60.9,60.9,75,75
Panama,PAN,,,NAT_TOTAL,20201130,3,1,2,1,2,1,4,1,0,,1,1,0,,1,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,165806,3079,58.33,58.33,64.29,64.29,62.78,62.78,60.9,60.9,75,75
Panama,PAN,,,NAT_TOTAL,20201231,3,1,2,1,2,1,4,1,0,,3,1,2,1,1,1,1,2,0,0,2,1,3,2,0,0,4,1,0,,,246790,4022,76.85,76.85,71.43,71.43,76.11,76.11,76.28,76.28,75,75
Peru,PER,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,0,0,0,0,,0,,,0,0,0,0,0,0,2.22,2.22,2.56,2.56,0,0
Peru,PER,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,0,0,0,0,,0,,,0,0,0,0,0,0,2.22,2.22,2.56,2.56,0,0
Peru,PER,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,0,0,2,1,1,1,0,0,0,,0,,,1065,30,94.44,94.44,95.24,95.24,72.22,72.22,71.79,71.79,75,75
Peru,PER,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,0,0,2,1,2,1,0,0,3,1,0,,,36976,1051,94.44,94.44,95.24,95.24,79.44,79.44,80.13,80.13,75,75
Peru,PER,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,1,1,2,0,0,2,1,2,1,0,0,3,1,0,,,164476,4506,89.81,89.81,91.67,91.67,76.67,76.67,76.92,76.92,75,75
Peru,PER,,,NAT_TOTAL,20200630,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,285213,9677,89.81,89.81,91.67,91.67,77.78,77.78,78.21,78.21,75,75
Peru,PER,,,NAT_TOTAL,20200731,3,0,2,0,2,1,4,1,2,0,2,0,2,0,4,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,407492,19021,81.48,81.48,79.76,79.76,75,75,75,75,75,75
Peru,PER,,,NAT_TOTAL,20200831,3,0,2,1,2,1,4,1,2,0,2,1,2,0,4,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,647166,28788,85.19,85.19,84.52,84.52,77.22,77.22,77.56,77.56,75,75
Peru,PER,,,NAT_TOTAL,20200930,3,0,2,1,2,1,4,1,2,0,2,1,2,0,4,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,811768,32396,85.19,85.19,84.52,84.52,77.22,77.22,77.56,77.56,75,75
Peru,PER,,,NAT_TOTAL,20201031,3,0,2,1,2,1,4,1,1,0,2,1,1,1,3,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,900180,34411,74.07,74.07,76.19,76.19,70.56,70.56,69.87,69.87,75,75
Peru,PER,,,NAT_TOTAL,20201130,1,1,1,1,2,1,3,1,1,1,2,1,2,1,2,1,1,1,0,0,2,1,3,2,0,0,3,1,0,,,962530,35923,67.59,67.59,73.81,73.81,65.56,65.56,67.95,67.95,50,50
Peru,PER,,,NAT_TOTAL,20201231,2,1,2,1,2,1,4,1,0,,2,1,0,,2,1,1,1,0,0,2,1,2,2,0,0,3,1,0,,,1015137,37680,61.11,61.11,67.86,67.86,59.44,59.44,60.9,60.9,50,50
Philippines,PHL,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,0,0,0,0,,0,,,1,0,19.44,19.44,25,25,13.89,13.89,16.03,16.03,0,0
Philippines,PHL,,,NAT_TOTAL,20200229,0,,0,,1,1,0,,0,,0,,0,,3,0,,0,0,0,2,1,2,2,0,0,0,,0,,,3,1,25,25,34.52,34.52,26.11,26.11,30.13,30.13,0,0
Philippines,PHL,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,0,0,0,2,1,2,2,61000000,0,0,,0,,,2084,88,100,100,100,100,71.11,71.11,82.05,82.05,0,0
Philippines,PHL,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,1,0,2,0,0,2,1,2,2,0,0,0,,0,,,8488,568,100,100,100,100,79.44,79.44,82.05,82.05,62.5,62.5
Philippines,PHL,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,1,0,0,0,0,2,1,2,2,0,0,0,,0,,,18086,957,77.78,77.78,86.9,86.9,59.44,59.44,66.67,66.67,12.5,12.5
Philippines,PHL,,,NAT_TOTAL,20200630,3,1,2,1,2,1,4,1,1,1,3,0,1,1,4,1,0,0,0,0,2,1,2,2,0,0,0,,0,,,37514,1266,83.33,83.33,88.1,88.1,62.78,62.78,70.51,70.51,12.5,12.5
Philippines,PHL,,,NAT_TOTAL,20200731,3,1,2,1,2,1,4,1,1,1,2,0,1,1,3,0,,1,0,0,2,1,2,2,0,400000000,3,1,0,,,93354,2023,76.85,76.85,83.33,83.33,65.56,65.56,71.79,71.79,25,25
Philippines,PHL,,,NAT_TOTAL,20200831,3,1,2,1,2,0,4,0,2,0,1,0,1,1,2,0,,1,0,0,2,1,2,2,0,0,3,1,0,,,220819,3558,68.98,68.98,76.9,76.9,60.83,60.83,66.35,66.35,25,25
Philippines,PHL,,,NAT_TOTAL,20200930,3,1,2,0,2,0,4,0,2,0,1,0,1,1,2,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,311694,5504,67.13,67.13,73.33,73.33,66.39,66.39,65.06,65.06,75,75
Philippines,PHL,,,NAT_TOTAL,20201031,3,0,2,0,2,0,4,0,2,0,2,0,1,1,2,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,380729,7221,68.98,68.98,69.76,69.76,67.5,67.5,66.35,66.35,75,75
Philippines,PHL,,,NAT_TOTAL,20201130,3,0,2,0,2,0,4,0,2,0,2,0,1,1,2,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,431630,8392,68.98,68.98,69.76,69.76,67.5,67.5,66.35,66.35,75,75
Philippines,PHL,,,NAT_TOTAL,20201231,3,0,2,0,2,0,2,0,0,,2,0,1,1,2,1,1,2,0,0,2,1,2,2,0,0,2,1,0,,,474064,9244,55.09,55.09,58.33,58.33,57.5,57.5,54.81,54.81,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,1,1,0,2,0,0,0,,0,,,0,0,13.89,13.89,20.24,20.24,15,15,17.31,17.31,0,0
Papua New Guinea,PNG,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,1,1,0,2,0,0,0,,0,,,0,0,13.89,13.89,20.24,20.24,15,15,17.31,17.31,0,0
Papua New Guinea,PNG,,,NAT_TOTAL,20200331,3,1,2,1,2,1,2,1,2,1,0,,2,1,4,0,,0,0,0,1,1,1,2,0,0,0,,0,,,1,0,74.07,74.07,91.67,91.67,53.33,53.33,61.54,61.54,0,0
Papua New Guinea,PNG,,,NAT_TOTAL,20200430,2,1,2,1,2,1,4,0,2,0,1,0,2,0,2,0,,2,0,0,2,1,2,2,0,0,0,,0,,,8,0,70.83,70.83,76.19,76.19,60.28,60.28,61.86,61.86,50,50
Papua New Guinea,PNG,,,NAT_TOTAL,20200531,1,1,2,1,2,1,4,0,1,1,1,0,0,,2,0,,2,0,0,2,1,2,2,0,0,2,1,0,,,8,0,56.02,56.02,66.67,66.67,54.72,54.72,55.45,55.45,50,50
Papua New Guinea,PNG,,,NAT_TOTAL,20200630,1,1,1,1,2,1,3,1,1,1,0,,0,,2,0,,2,0,0,2,1,2,2,0,0,2,1,0,,,11,0,49.07,49.07,59.52,59.52,50.56,50.56,50.64,50.64,50,50
Papua New Guinea,PNG,,,NAT_TOTAL,20200731,1,1,1,1,2,1,3,1,1,1,0,,0,,2,1,1,2,0,0,2,1,2,1,0,0,3,0,0,,,72,2,49.07,49.07,59.52,59.52,51.39,51.39,47.76,47.76,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20200831,1,1,2,1,1,1,3,1,1,0,0,,0,,3,1,1,2,0,0,2,1,1,2,0,0,3,0,0,,,459,5,47.22,47.22,59.05,59.05,51.39,51.39,47.76,47.76,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20200930,1,1,2,1,1,1,3,1,0,,1,1,0,,2,1,1,2,0,0,2,1,1,2,0,0,3,0,0,,,534,7,45.37,45.37,57.86,57.86,50.28,50.28,46.47,46.47,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20201031,1,1,2,1,1,1,3,1,0,,0,,0,,2,1,1,2,0,0,2,1,1,2,0,0,3,0,0,,,589,7,41.67,41.67,50.71,50.71,48.06,48.06,43.91,43.91,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20201130,0,,2,1,1,1,3,1,0,,0,,0,,2,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,656,7,37.96,37.96,43.57,43.57,46.67,46.67,42.31,42.31,75,75
Papua New Guinea,PNG,,,NAT_TOTAL,20201231,0,,2,1,1,1,0,,0,,0,,0,,2,0,,2,0,0,2,1,1,2,0,0,3,1,0,,,780,9,29.63,29.63,41.67,41.67,38.33,38.33,36.54,36.54,50,50
Poland,POL,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0
Poland,POL,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,0,0
Poland,POL,,,NAT_TOTAL,20200331,3,1,2,1,2,1,4,1,0,,2,1,2,1,4,1,0,1,0,0,2,1,1,0,0,0,0,,0,,,2311,33,81.48,81.48,82.14,82.14,56.11,56.11,58.97,58.97,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200430,3,1,2,1,2,1,4,1,1,1,1,1,2,1,4,1,0,1,0,0,2,1,1,0,0,0,3,1,0,,,12877,644,83.33,83.33,91.67,91.67,62.22,62.22,66.03,66.03,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200531,2,1,2,1,1,1,2,1,1,1,0,,2,1,4,1,0,1,0,0,2,1,1,0,0,0,2,1,0,,,23786,1064,64.81,64.81,83.33,83.33,49.44,49.44,51.28,51.28,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200630,2,1,2,1,1,1,2,1,1,1,0,,0,,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,,,34393,1463,50.93,50.93,65.48,65.48,50,50,51.92,51.92,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200731,2,1,2,1,0,,2,1,0,,0,,0,,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,,,45688,1716,39.81,39.81,55,55,43.33,43.33,44.23,44.23,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200831,2,1,2,1,0,,2,1,0,,0,,0,,3,1,0,1,0,0,2,1,2,2,0,0,3,0,0,,,67372,2039,39.81,39.81,55,55,44.17,44.17,45.19,45.19,37.5,37.5
Poland,POL,,,NAT_TOTAL,20200930,1,1,0,,0,,0,,0,,0,,0,,3,2,1,1,0,0,2,1,2,2,0,0,3,0,0,,,91514,2513,23.15,23.15,32.14,32.14,39.17,39.17,33.65,33.65,75,75
Poland,POL,,,NAT_TOTAL,20201031,2,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,1,1,0,0,2,1,2,2,0,0,3,1,0,,,362731,5631,71.3,71.3,79.76,79.76,68.89,68.89,67.95,67.95,75,75
Poland,POL,,,NAT_TOTAL,20201130,2,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,1,1,0,0,2,1,2,2,0,0,3,1,0,,,990811,17150,71.3,71.3,79.76,79.76,68.89,68.89,67.95,67.95,75,75
Poland,POL,,,NAT_TOTAL,20201231,2,1,2,1,2,1,4,1,1,1,1,1,2,1,3,2,1,1,0,0,2,1,2,2,0,0,3,1,2,1,,1294878,28554,76.85,76.85,84.52,84.52,74.89,74.89,74.87,74.87,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
Puerto Rico,PRI,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,7.22,7.22,8.33,8.33,0,0
Puerto Rico,PRI,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,2,0,0,2,1,1,1,0,0,0,,0,,,239,8,93.52,93.52,96.43,96.43,68.33,68.33,71.15,71.15,50,50
Puerto Rico,PRI,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,2,0,0,2,1,1,2,0,0,0,,0,,,949,92,93.52,93.52,96.43,96.43,71.67,71.67,75,75,50,50
Puerto Rico,PRI,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,2,1,2,1,2,1,3,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1288,136,89.81,89.81,92.86,92.86,72.78,72.78,72.44,72.44,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20200630,3,1,1,1,2,0,3,1,2,1,1,1,0,,3,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1693,153,65.74,65.74,79.29,79.29,58.33,58.33,55.77,55.77,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20200731,3,1,2,1,2,1,3,1,2,0,2,1,0,,1,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,5997,219,67.59,67.59,77.38,77.38,64.44,64.44,62.82,62.82,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20200831,3,1,2,1,2,1,3,1,2,1,2,1,0,,1,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,15476,434,70.37,70.37,82.14,82.14,66.11,66.11,64.74,64.74,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20200930,3,1,2,1,2,1,3,1,2,1,2,1,0,,1,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,24000,661,70.37,70.37,82.14,82.14,66.11,66.11,64.74,64.74,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20201031,3,1,2,1,2,1,3,1,1,0,2,1,1,1,1,1,1,2,0,0,2,1,3,2,0,0,3,1,0,,,34138,822,67.59,67.59,72.62,72.62,68.89,68.89,67.95,67.95,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20201130,3,1,2,1,2,1,2,1,1,0,2,1,1,0,2,1,1,2,0,0,2,1,3,2,0,0,3,1,0,,,52545,1106,64.81,64.81,76.19,76.19,67.22,67.22,66.03,66.03,75,75
Puerto Rico,PRI,,,NAT_TOTAL,20201231,3,1,2,1,2,1,2,1,1,0,2,1,1,0,2,1,1,2,0,0,2,1,3,2,0,0,3,1,0,,,76291,1503,64.81,64.81,76.19,76.19,67.22,67.22,66.03,66.03,75,75
Portugal,PRT,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,1,2,0,0,0,,0,,,0,0,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0
Portugal,PRT,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,1,2,0,0,0,,0,,,0,0,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0
Portugal,PRT,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,1,1,2,1,1,1,3,1,1,2,0,0,2,1,2,0,0,0,0,,0,,,7443,160,82.41,82.41,88.1,88.1,63.89,63.89,62.18,62.18,75,75
Portugal,PRT,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,1,1,2,1,1,1,3,1,1,2,0,0,2,1,3,1,0,0,0,,0,,,25045,989,82.41,82.41,88.1,88.1,69.44,69.44,68.59,68.59,75,75
Portugal,PRT,,,NAT_TOTAL,20200531,2,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,0,0,2,1,3,1,0,0,2,1,0,,,32500,1410,71.3,71.3,79.76,79.76,62.78,62.78,64.74,64.74,50,50
Portugal,PRT,,,NAT_TOTAL,20200630,2,0,2,1,2,1,4,0,1,1,2,0,2,0,3,1,1,1,0,0,2,1,3,1,0,0,2,1,0,,,42141,1576,72.69,72.69,76.19,76.19,63.61,63.61,65.71,65.71,50,50
Portugal,PRT,,,NAT_TOTAL,20200731,2,1,2,1,2,0,4,0,1,1,2,1,0,,3,1,1,2,0,0,2,1,3,1,0,0,3,0,0,,,51072,1735,65.28,65.28,78.1,78.1,63.33,63.33,61.54,61.54,75,75
Portugal,PRT,,,NAT_TOTAL,20200831,1,1,2,0,2,1,4,0,1,1,0,,0,,3,1,1,2,0,0,2,1,3,1,0,0,4,0,0,,,58012,1822,55.09,55.09,63.1,63.1,58.89,58.89,56.41,56.41,75,75
Portugal,PRT,,,NAT_TOTAL,20200930,1,1,2,1,2,1,4,0,1,1,1,0,0,,3,1,1,1,0,0,2,1,3,1,0,0,4,0,0,,,75542,1971,58.8,58.8,70.24,70.24,57.78,57.78,58.97,58.97,50,50
Portugal,PRT,,,NAT_TOTAL,20201031,3,0,2,0,2,1,4,0,1,1,2,0,2,0,3,1,1,1,0,0,2,1,3,1,0,0,4,1,0,,,141279,2507,74.54,74.54,76.19,76.19,68.06,68.06,70.83,70.83,50,50
Portugal,PRT,,,NAT_TOTAL,20201130,3,0,2,0,2,1,4,1,1,1,2,0,0,,3,1,1,1,0,0,2,1,3,1,0,0,4,1,0,,,298061,4505,67.59,67.59,73.81,73.81,63.89,63.89,66.03,66.03,50,50
Portugal,PRT,,,NAT_TOTAL,20201231,3,0,2,0,2,1,4,1,1,1,2,0,2,1,3,1,1,1,0,0,2,1,3,1,0,0,,,2,1,,413678,6906,78.7,78.7,80.95,80.95,66.56,66.56,69.1,69.1,50,50
Paraguay,PRY,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0
Paraguay,PRY,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0
Paraguay,PRY,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,0,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,0,,0,,,65,3,93.52,93.52,95.24,95.24,67.22,67.22,73.72,73.72,25,25
Paraguay,PRY,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,0,0,2,1,2,1,0,0,0,,0,,,266,10,94.44,94.44,95.24,95.24,74.44,74.44,74.36,74.36,75,75
Paraguay,PRY,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,1,1,2,1,1,1,4,1,1,2,0,0,2,1,2,1,0,0,0,,0,,,986,11,81.48,81.48,88.1,88.1,66.67,66.67,65.38,65.38,75,75
Paraguay,PRY,,,NAT_TOTAL,20200630,3,1,2,1,2,1,3,1,1,1,2,1,2,0,4,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,2221,17,81.48,81.48,88.1,88.1,67.78,67.78,66.67,66.67,75,75
Paraguay,PRY,,,NAT_TOTAL,20200731,2,0,2,1,2,1,4,1,1,1,2,1,2,0,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,5338,49,78.7,78.7,80.95,80.95,71.11,71.11,70.51,70.51,75,75
Paraguay,PRY,,,NAT_TOTAL,20200831,3,1,2,1,2,1,4,1,0,,2,1,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,17662,326,81.48,81.48,82.14,82.14,72.78,72.78,72.44,72.44,75,75
Paraguay,PRY,,,NAT_TOTAL,20200930,3,1,2,1,2,1,4,1,0,,2,1,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,40758,857,81.48,81.48,82.14,82.14,72.78,72.78,72.44,72.44,75,75
Paraguay,PRY,,,NAT_TOTAL,20201031,3,1,2,1,2,1,3,1,0,,2,1,0,,3,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,63185,1404,64.81,64.81,75,75,62.78,62.78,60.9,60.9,75,75
Paraguay,PRY,,,NAT_TOTAL,20201130,3,1,3,0,2,1,3,1,0,,2,1,0,,2,1,1,0,0,0,2,1,2,2,0,0,3,1,0,,,82424,1756,63.89,63.89,71.43,71.43,57.78,57.78,62.82,62.82,25,25
Paraguay,PRY,,,NAT_TOTAL,20201231,3,1,1,1,2,1,2,1,0,,2,1,0,,1,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,107932,2262,52.78,52.78,64.29,64.29,57.78,57.78,55.13,55.13,75,75
Palestine,PSE,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Palestine,PSE,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0
Palestine,PSE,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,119,1,96.3,96.3,100,100,63.33,63.33,73.08,73.08,0,0
Palestine,PSE,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,344,2,96.3,96.3,100,100,70,70,73.08,73.08,50,50
Palestine,PSE,,,NAT_TOTAL,20200531,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,448,3,80.56,80.56,83.33,83.33,60.56,60.56,62.18,62.18,50,50
Palestine,PSE,,,NAT_TOTAL,20200630,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,2428,8,80.56,80.56,83.33,83.33,60.56,60.56,62.18,62.18,50,50
Palestine,PSE,,,NAT_TOTAL,20200731,3,1,2,0,2,1,3,1,2,0,2,0,2,1,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,11837,82,83.33,83.33,88.1,88.1,62.22,62.22,64.1,64.1,50,50
Palestine,PSE,,,NAT_TOTAL,20200831,3,1,2,0,2,1,3,1,2,0,2,0,2,1,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,22729,152,83.33,83.33,88.1,88.1,62.22,62.22,64.1,64.1,50,50
Palestine,PSE,,,NAT_TOTAL,20200930,3,0,3,0,2,1,3,1,2,0,2,0,2,0,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,39899,311,82.41,82.41,83.33,83.33,61.67,61.67,63.46,63.46,50,50
Palestine,PSE,,,NAT_TOTAL,20201031,3,0,1,0,0,,0,,1,0,1,0,2,0,2,0,,0,0,0,2,1,0,1,0,0,0,,0,,,53520,483,40.74,40.74,50,50,27.78,27.78,32.05,32.05,0,0
