CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Aruba,ABW,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,0,,2,1,2,1,4,0,,2,0,0,2,1,1,1,0,0,0,,0,,,55,0,85.19,85.19,85.71,85.71,63.33,63.33,65.38,65.38,50,50
Aruba,ABW,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,0,,2,1,2,1,4,2,0,2,0,0,2,1,1,1,0,0,0,,0,,,100,2,85.19,85.19,85.71,85.71,68.33,68.33,65.38,65.38,87.5,87.5
Aruba,ABW,,,NAT_TOTAL,20200531,2,1,2,1,2,1,0,,0,,1,1,1,1,4,2,0,2,0,0,2,1,1,1,0,0,0,,0,,,101,3,57.41,57.41,73.81,73.81,51.67,51.67,46.15,46.15,87.5,87.5
Aruba,ABW,,,NAT_TOTAL,20200630,1,1,1,1,2,1,0,,0,,1,1,1,1,3,2,0,2,0,0,2,1,2,1,0,0,0,,0,,,103,3,47.22,47.22,63.1,63.1,47.78,47.78,41.67,41.67,87.5,87.5
Aruba,ABW,,,NAT_TOTAL,20200731,0,,1,1,2,1,0,,0,,1,1,1,1,3,1,0,2,0,0,2,1,2,1,0,0,0,,0,,,121,3,43.52,43.52,55.95,55.95,42.22,42.22,39.1,39.1,62.5,62.5
Aruba,ABW,,,NAT_TOTAL,20200831,3,1,2,1,2,1,4,0,0,,2,1,1,1,3,1,0,2,0,0,2,1,2,1,0,0,3,1,0,,,2006,10,71.76,71.76,75,75,64.17,64.17,64.42,64.42,62.5,62.5
Aruba,ABW,,,NAT_TOTAL,20200930,2,1,2,1,2,0,4,0,0,,2,1,0,,1,1,0,2,0,0,2,1,2,1,0,0,3,1,0,,,3963,27,54.17,54.17,61.43,61.43,53.61,53.61,52.24,52.24,62.5,62.5
Aruba,ABW,,,NAT_TOTAL,20201031,2,1,0,,2,0,4,1,0,,0,,0,,1,1,0,2,0,0,2,1,2,1,0,0,2,1,0,,,4513,38,40.74,40.74,42.86,42.86,43.89,43.89,41.03,41.03,62.5,62.5
Aruba,ABW,,,NAT_TOTAL,20201130,1,0,0,,1,0,3,1,0,,0,,0,,1,1,0,2,0,0,2,1,2,1,0,0,2,1,0,,,4845,45,26.85,26.85,32.86,32.86,35.56,35.56,31.41,31.41,62.5,62.5
Aruba,ABW,,,NAT_TOTAL,20201231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489,49,,,,,,,,,,
Afghanistan,AFG,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,0,,1,1,0,0,0,,0,,,1,0,8.33,8.33,10.71,10.71,10.56,10.56,12.18,12.18,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200331,3,1,3,0,2,1,0,,2,0,2,0,1,0,3,0,,0,0,0,2,1,1,1,0,0,0,,0,,,175,4,67.59,67.59,80.95,80.95,46.11,46.11,53.21,53.21,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200430,3,1,3,0,2,1,4,1,2,0,2,0,2,0,3,0,,0,,0,2,1,1,1,0,0,1,1,0,,,2127,64,84.26,84.26,83.33,83.33,57.78,57.78,66.67,66.67,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200531,3,1,3,0,2,1,4,1,2,0,2,0,2,0,3,0,,1,0,0,2,1,1,1,0,0,1,1,0,,,15208,258,84.26,84.26,83.33,83.33,61.11,61.11,66.67,66.67,25,25
Afghanistan,AFG,,,NAT_TOTAL,20200630,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,,0,0,0,2,1,1,1,0,0,3,1,0,,,31507,752,78.7,78.7,76.19,76.19,57.78,57.78,66.67,66.67,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200731,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,,0,0,0,2,1,1,1,0,0,3,1,0,,,36665,1284,78.7,78.7,76.19,76.19,57.78,57.78,66.67,66.67,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200831,2,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,3,2,0,0,3,1,0,,,38159,1403,21.3,21.3,28.57,28.57,31.11,31.11,35.9,35.9,0,0
Afghanistan,AFG,,,NAT_TOTAL,20200930,2,1,2,1,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,3,1,0,0,3,1,0,,,39268,1460,28.7,28.7,39.29,39.29,32.22,32.22,37.18,37.18,0,0
Afghanistan,AFG,,,NAT_TOTAL,20201031,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,3,1,0,0,2,1,0,,,41425,1538,5.56,5.56,9.52,9.52,16.67,16.67,19.23,19.23,0,0
Afghanistan,AFG,,,NAT_TOTAL,20201130,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,3,1,0,0,3,1,0,,,46274,1795,8.33,8.33,13.1,13.1,20,20,23.08,23.08,0,0
Afghanistan,AFG,,,NAT_TOTAL,20201231,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,3,1,0,0,3,1,0,,,51526,2191,8.33,8.33,13.1,13.1,20,20,23.08,23.08,0,0
Angola,AGO,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,0,,1,0,0,0,0,,0,,,0,0,5.56,5.56,7.14,7.14,5.56,5.56,6.41,6.41,0,0
Angola,AGO,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,0,,0,0,0,1,1,1,0,0,0,0,,0,,,7,2,90.74,90.74,95.24,95.24,56.67,56.67,65.38,65.38,0,0
Angola,AGO,,,NAT_TOTAL,20200430,3,1,2,1,2,1,4,1,1,1,2,1,2,0,4,1,1,2,0,0,1,1,2,0,0,0,3,1,0,,,27,2,78.7,78.7,83.33,83.33,66.67,66.67,65.38,65.38,75,75
Angola,AGO,,,NAT_TOTAL,20200531,3,1,2,1,2,1,3,1,1,1,1,1,2,0,4,1,1,2,0,0,2,1,2,0,0,0,3,1,0,,,86,4,77.78,77.78,86.9,86.9,66.11,66.11,64.74,64.74,75,75
Angola,AGO,,,NAT_TOTAL,20200630,3,1,2,0,2,1,3,1,1,1,1,1,2,0,4,1,1,0,0,0,2,1,2,0,0,0,3,1,0,,,284,13,75.93,75.93,83.33,83.33,58.33,58.33,63.46,63.46,25,25
Angola,AGO,,,NAT_TOTAL,20200731,3,1,2,0,2,1,4,0,1,1,2,0,2,0,4,1,1,0,0,0,2,1,2,0,0,0,4,1,0,,,1148,52,79.17,79.17,83.33,83.33,61.94,61.94,67.63,67.63,25,25
Angola,AGO,,,NAT_TOTAL,20200831,3,1,2,0,2,0,4,0,1,1,2,0,2,0,4,0,,1,0,0,2,1,2,0,0,0,4,1,0,,,2654,108,76.39,76.39,80.48,80.48,60.28,60.28,65.71,65.71,25,25
Angola,AGO,,,NAT_TOTAL,20200930,3,1,2,1,2,1,4,1,1,1,1,1,2,0,2,0,,0,0,0,2,1,2,0,0,0,4,1,0,,,4972,183,75,75,79.76,79.76,56.11,56.11,64.74,64.74,0,0
Angola,AGO,,,NAT_TOTAL,20201031,2,1,2,1,1,1,4,1,1,1,1,1,2,0,2,0,,1,0,0,2,1,3,0,0,0,4,1,0,,,10805,284,65.74,65.74,76.19,76.19,56.11,56.11,60.9,60.9,25,25
Angola,AGO,,,NAT_TOTAL,20201130,2,1,2,1,1,1,2,1,1,1,1,1,1,1,4,0,,0,0,0,1,1,3,0,0,0,3,1,0,,,15139,348,57.41,57.41,73.81,73.81,46.11,46.11,53.21,53.21,0,0
Angola,AGO,,,NAT_TOTAL,20201231,2,1,2,1,1,1,3,1,1,1,1,1,1,1,4,0,,0,0,0,2,1,2,0,0,0,3,1,0,,,17553,405,65.74,65.74,80.48,80.48,48.89,48.89,56.41,56.41,0,0
Albania,ALB,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,8.33,8.33,13.1,13.1,5,5,5.77,5.77,0,0
Albania,ALB,,,NAT_TOTAL,20200331,3,1,2,1,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,,0,,,243,15,84.26,84.26,91.67,91.67,61.11,61.11,64.74,64.74,37.5,37.5
Albania,ALB,,,NAT_TOTAL,20200430,3,1,2,1,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,,773,31,89.81,89.81,91.67,91.67,70,70,71.15,71.15,62.5,62.5
Albania,ALB,,,NAT_TOTAL,20200531,2,1,2,1,2,1,4,1,2,1,2,1,2,0,4,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1137,33,86.11,86.11,89.29,89.29,70.56,70.56,69.87,69.87,75,75
Albania,ALB,,,NAT_TOTAL,20200630,2,1,2,1,2,1,4,1,2,1,1,1,0,,2,1,1,2,0,0,2,1,1,2,0,0,1,1,0,,,2535,62,68.52,68.52,78.57,78.57,61.67,61.67,59.62,59.62,75,75
Albania,ALB,,,NAT_TOTAL,20200731,2,1,2,1,2,1,4,1,1,1,1,1,0,,2,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,5276,157,62.96,62.96,73.81,73.81,61.67,61.67,59.62,59.62,75,75
Albania,ALB,,,NAT_TOTAL,20200831,2,1,2,1,2,1,4,1,0,,1,1,0,,1,1,1,1,0,0,2,1,1,2,0,0,3,1,0,,,9513,284,54.63,54.63,60.71,60.71,53.33,53.33,53.85,53.85,50,50
Albania,ALB,,,NAT_TOTAL,20200930,2,1,2,1,2,1,4,1,0,,1,1,0,,1,1,1,1,0,0,2,1,2,2,0,0,3,1,0,,,13649,387,54.63,54.63,60.71,60.71,55.56,55.56,56.41,56.41,50,50
Albania,ALB,,,NAT_TOTAL,20201031,2,1,2,1,2,1,4,1,0,,1,1,0,,1,1,1,1,0,0,2,1,2,2,0,0,4,1,0,,,20875,509,54.63,54.63,60.71,60.71,57.22,57.22,58.33,58.33,50,50
Albania,ALB,,,NAT_TOTAL,20201130,1,1,2,1,2,1,4,1,0,,2,1,2,1,1,1,1,1,0,0,2,1,2,2,0,0,4,1,0,,,38182,810,65.74,65.74,64.29,64.29,63.89,63.89,66.03,66.03,50,50
Albania,ALB,,,NAT_TOTAL,20201231,1,1,2,1,2,1,4,1,0,,2,1,0,,3,1,1,1,0,0,2,1,2,2,0,0,4,1,0,,,58316,1181,60.19,60.19,67.86,67.86,60.56,60.56,62.18,62.18,50,50
Andorra,AND,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,,,NAT_TOTAL,20200331,3,1,3,1,1,1,0,,1,1,1,1,0,,0,2,1,0,0,0,2,1,1,1,0,0,2,1,0,,,376,12,48.15,48.15,69.05,69.05,44.44,44.44,43.59,43.59,50,50
Andorra,AND,,,NAT_TOTAL,20200430,3,1,2,1,1,1,0,,1,1,1,1,0,,3,2,1,0,0,0,2,1,3,1,0,0,2,1,0,,,745,42,52.78,52.78,76.19,76.19,51.67,51.67,51.92,51.92,50,50
Andorra,AND,,,NAT_TOTAL,20200531,3,1,2,1,1,1,0,,1,1,1,1,0,,2,2,1,2,0,0,2,1,3,1,0,0,2,1,0,,,764,51,50,50,72.62,72.62,56.67,56.67,50,50,100,100
Andorra,AND,,,NAT_TOTAL,20200630,1,1,2,1,1,1,0,,1,1,1,1,0,,2,2,1,2,0,0,2,1,3,1,0,0,2,1,0,,,855,52,42.59,42.59,65.48,65.48,52.22,52.22,44.87,44.87,100,100
Andorra,AND,,,NAT_TOTAL,20200731,1,1,2,1,1,1,3,1,1,1,0,,0,,2,2,1,2,0,0,1,1,2,2,0,0,3,1,0,,,925,52,41.67,41.67,55.48,55.48,54.44,54.44,47.44,47.44,100,100
Andorra,AND,,,NAT_TOTAL,20200831,1,1,2,1,1,1,3,1,1,1,0,,0,,2,2,1,2,0,0,1,1,2,2,0,0,3,1,0,,,1176,53,41.67,41.67,55.48,55.48,54.44,54.44,47.44,47.44,100,100
Andorra,AND,,,NAT_TOTAL,20200930,1,1,2,1,2,1,4,1,1,1,0,,0,,2,2,1,2,0,0,1,1,2,2,0,0,3,1,0,,,2050,53,50,50,58.33,58.33,59.44,59.44,53.21,53.21,100,100
Andorra,AND,,,NAT_TOTAL,20201031,2,1,2,1,2,1,4,1,1,1,0,,0,,2,2,1,2,0,0,2,1,2,2,0,0,3,1,0,,,4756,75,59.26,59.26,66.67,66.67,65,65,59.62,59.62,100,100
Andorra,AND,,,NAT_TOTAL,20201130,1,1,2,1,2,1,4,1,1,1,0,,0,,2,2,1,2,0,0,2,1,3,2,0,0,3,1,0,,,6745,76,55.56,55.56,63.1,63.1,65,65,59.62,59.62,100,100
Andorra,AND,,,NAT_TOTAL,20201231,1,1,2,1,2,1,4,1,1,1,0,,0,,1,2,1,2,0,0,2,1,3,2,0,0,3,1,0,,,8049,84,52.78,52.78,59.52,59.52,63.33,63.33,57.69,57.69,100,100
United Arab Emirates,ARE,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,4,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
United Arab Emirates,ARE,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,0,,0,2,0,0,0,,0,,,21,0,8.33,8.33,10.71,10.71,11.67,11.67,13.46,13.46,0,0
United Arab Emirates,ARE,,,NAT_TOTAL,20200331,3,1,2,1,2,1,4,1,1,0,2,1,2,1,4,0,,0,0,0,2,1,1,2,0,0,0,,0,,,664,6,84.26,84.26,86.9,86.9,59.44,59.44,68.59,68.59,0,0
United Arab Emirates,ARE,,,NAT_TOTAL,20200430,3,1,2,1,2,1,4,1,1,1,2,1,1,1,4,0,,2,0,0,2,1,3,2,0,0,4,1,0,,,12481,105,81.48,81.48,88.1,88.1,75.56,75.56,79.49,79.49,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20200531,3,1,2,0,2,1,4,1,1,1,0,,1,1,4,0,,2,0,0,2,1,3,2,0,0,3,1,0,,,34557,264,72.22,72.22,83.33,83.33,68.33,68.33,71.15,71.15,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20200630,3,1,2,0,2,1,4,1,1,1,0,,1,1,4,0,,2,0,0,2,1,3,2,0,0,3,1,0,,,48667,315,72.22,72.22,83.33,83.33,68.33,68.33,71.15,71.15,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20200731,2,1,0,,1,1,2,1,1,1,0,,1,0,2,0,,2,0,0,2,1,3,2,0,0,3,1,0,,,60506,351,43.52,43.52,55.95,55.95,51.11,51.11,51.28,51.28,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20200831,1,1,0,,1,1,2,1,1,1,0,,1,0,2,0,,2,2000000000,0,2,1,3,2,0,0,3,1,0,,,70231,384,39.81,39.81,52.38,52.38,48.89,48.89,48.72,48.72,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20200930,1,1,0,,2,1,4,1,1,1,0,,1,0,2,0,,2,0,0,2,1,3,2,0,0,3,1,0,,,94190,419,50.93,50.93,57.14,57.14,55.56,55.56,56.41,56.41,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20201031,1,1,0,,2,1,4,1,0,,0,,1,0,2,0,,2,0,0,2,1,3,2,0,0,3,1,0,,,132629,495,45.37,45.37,47.62,47.62,52.22,52.22,52.56,52.56,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20201130,1,1,1,1,2,1,4,1,0,,0,,1,0,2,0,,2,0,0,2,1,3,2,0,0,3,1,1,1,,168860,572,49.07,49.07,54.76,54.76,55.78,55.78,56.67,56.67,50,50
United Arab Emirates,ARE,,,NAT_TOTAL,20201231,1,1,1,1,2,1,4,1,0,,0,,1,0,2,0,,2,,0,2,1,3,2,0,,3,1,4,1,,207822,669,49.07,49.07,54.76,54.76,59.78,59.78,61.28,61.28,50,50
Argentina,ARG,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,0,0
Argentina,ARG,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,11.11,11.11,14.29,14.29,6.67,6.67,7.69,7.69,0,0
Argentina,ARG,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,1,1,2,465872314,0,2,1,1,2,0,0,0,,0,,,1054,27,100,100,100,100,78.89,78.89,79.49,79.49,75,75
Argentina,ARG,,,NAT_TOTAL,20200430,3,1,3,0,2,1,4,1,2,1,2,1,1,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,4428,218,88.89,88.89,92.86,92.86,77.22,77.22,77.56,77.56,75,75
Argentina,ARG,,,NAT_TOTAL,20200531,3,1,2,0,2,1,4,1,2,1,2,1,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,16851,539,90.74,90.74,92.86,92.86,78.33,78.33,78.85,78.85,75,75
Argentina,ARG,,,NAT_TOTAL,20200630,3,1,2,0,2,1,4,1,2,1,2,0,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,64530,1307,88.89,88.89,92.86,92.86,77.22,77.22,77.56,77.56,75,75
Argentina,ARG,,,NAT_TOTAL,20200731,3,1,2,1,2,1,4,1,2,1,2,0,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,191302,3543,90.74,90.74,96.43,96.43,78.33,78.33,78.85,78.85,75,75
Argentina,ARG,,,NAT_TOTAL,20200831,3,0,3,0,2,1,4,1,2,0,2,0,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,417735,8660,87.96,87.96,88.1,88.1,76.67,76.67,76.92,76.92,75,75
Argentina,ARG,,,NAT_TOTAL,20200930,3,0,3,0,2,1,4,1,2,0,2,0,2,1,4,1,1,2,0,0,2,1,1,2,0,0,3,1,0,,,751001,16937,87.96,87.96,88.1,88.1,76.67,76.67,76.92,76.92,75,75
Argentina,ARG,,,NAT_TOTAL,20201031,3,1,2,0,2,1,4,0,2,0,2,0,2,0,4,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,1166924,31002,81.94,81.94,83.33,83.33,75.28,75.28,75.32,75.32,75,75
Argentina,ARG,,,NAT_TOTAL,20201130,3,1,2,0,2,1,4,0,2,0,2,0,2,0,3,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,1424533,38730,79.17,79.17,79.76,79.76,73.61,73.61,73.4,73.4,75,75
Argentina,ARG,,,NAT_TOTAL,20201231,3,1,2,0,2,1,4,0,2,0,2,0,2,0,3,1,1,2,0,0,2,1,2,2,0,0,3,1,1,1,,1625514,43245,79.17,79.17,79.76,79.76,74.94,74.94,74.94,74.94,75,75
Australia,AUS,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,1,2,0,0,0,,0,,,9,0,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0
Australia,AUS,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,0,,,25,0,19.44,19.44,25,25,20.56,20.56,23.72,23.72,0,0
Australia,AUS,,,NAT_TOTAL,20200331,3,0,2,0,2,1,4,1,0,,1,1,2,0,4,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,4559,18,71.3,71.3,70.24,70.24,61.67,61.67,59.62,59.62,75,75
Australia,AUS,,,NAT_TOTAL,20200430,2,0,2,0,2,1,4,1,0,,2,0,2,0,4,1,1,2,0,0,2,1,3,2,0,0,0,,0,,,6766,93,69.44,69.44,66.67,66.67,65,65,63.46,63.46,75,75
Australia,AUS,,,NAT_TOTAL,20200531,2,0,1,1,2,1,4,0,1,0,0,,2,0,4,1,1,2,0,0,2,1,3,2,0,0,0,,0,,,7202,103,63.43,63.43,71.43,71.43,61.39,61.39,59.29,59.29,75,75
Australia,AUS,,,NAT_TOTAL,20200630,2,0,1,1,1,0,3,0,1,0,0,,2,0,4,1,1,2,0,0,2,1,3,2,0,0,0,,0,,,7920,104,52.31,52.31,65.71,65.71,54.72,54.72,51.6,51.6,75,75
Australia,AUS,,,NAT_TOTAL,20200731,2,0,2,0,2,0,4,0,1,0,2,0,2,0,4,1,1,2,0,0,2,1,3,2,0,0,4,0,0,,,17280,201,68.06,68.06,68.57,68.57,70,70,69.23,69.23,75,75
Australia,AUS,,,NAT_TOTAL,20200831,3,0,3,0,2,0,4,0,1,0,2,0,2,0,4,1,1,2,0,0,2,1,3,2,0,0,4,0,0,,,25819,657,75.46,75.46,75.71,75.71,74.44,74.44,74.36,74.36,75,75
Australia,AUS,,,NAT_TOTAL,20200930,2,0,2,0,2,0,4,0,1,0,2,0,2,0,4,1,1,2,0,0,2,1,3,2,0,0,4,0,0,,,27096,888,68.06,68.06,68.57,68.57,70,70,69.23,69.23,75,75
Australia,AUS,,,NAT_TOTAL,20201031,1,1,1,0,1,0,3,0,1,0,1,0,2,0,3,1,1,2,0,0,2,1,3,2,0,0,4,0,0,,,27595,907,47.69,47.69,58.57,58.57,57.78,57.78,55.13,55.13,75,75
Australia,AUS,,,NAT_TOTAL,20201130,0,,1,0,1,0,3,1,1,0,1,1,2,0,3,1,1,2,0,0,2,1,2,2,0,0,2,1,0,,,27912,908,47.22,47.22,54.29,54.29,52.78,52.78,49.36,49.36,75,75
Australia,AUS,,,NAT_TOTAL,20201231,1,0,3,0,2,0,4,0,1,0,2,0,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,0,0,,,28425,909,68.06,68.06,69.76,69.76,66.67,66.67,65.38,65.38,75,75
Austria,AUT,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,1,1,0,0,0,,0,,,9,0,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0
Austria,AUT,,,NAT_TOTAL,20200331,2,1,3,1,2,1,4,1,1,1,2,1,2,0,3,2,0,2,0,0,2,1,2,2,0,0,0,,0,,,10180,128,81.48,81.48,84.52,84.52,71.67,71.67,69.23,69.23,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200430,2,1,2,1,2,1,4,1,1,1,2,1,1,1,3,2,0,2,0,0,2,1,2,2,0,0,2,1,0,,,15452,584,75,75,80.95,80.95,71.11,71.11,68.59,68.59,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200531,2,1,2,1,2,1,3,1,0,,0,,0,,3,2,0,2,0,0,2,1,3,2,0,0,2,1,0,,,16731,668,53.7,53.7,60.71,60.71,60.56,60.56,56.41,56.41,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200630,1,1,2,1,2,1,3,1,0,,0,,0,,2,2,0,2,0,0,2,1,3,2,0,0,2,1,0,,,17766,705,47.22,47.22,53.57,53.57,56.67,56.67,51.92,51.92,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200731,1,1,1,1,1,1,2,1,0,,0,,0,,2,2,0,2,0,0,2,1,3,2,0,0,2,1,0,,,21130,718,35.19,35.19,45.24,45.24,49.44,49.44,43.59,43.59,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200831,1,1,1,1,1,1,2,1,0,,0,,0,,2,2,0,2,0,0,2,1,3,2,0,0,2,1,0,,,27438,733,35.19,35.19,45.24,45.24,49.44,49.44,43.59,43.59,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20200930,1,0,1,0,1,1,3,1,0,,1,1,0,,3,2,0,2,0,0,2,1,3,2,0,0,3,1,0,,,44813,799,40.74,40.74,50.71,50.71,54.44,54.44,49.36,49.36,87.5,87.5
Austria,AUT,,,NAT_TOTAL,20201031,1,1,2,0,2,1,4,1,0,,2,0,2,0,3,2,1,2,0,0,2,1,3,2,0,0,3,1,0,,,104925,1109,64.81,64.81,63.1,63.1,70.56,70.56,66.03,66.03,100,100
Austria,AUT,,,NAT_TOTAL,20201130,3,1,3,1,2,1,4,1,1,1,2,1,1,1,3,2,1,2,0,0,2,1,3,2,0,0,3,1,0,,,282456,3184,82.41,82.41,88.1,88.1,81.11,81.11,78.21,78.21,100,100
Austria,AUT,,,NAT_TOTAL,20201231,2,1,3,1,2,1,4,1,1,1,2,1,1,1,3,2,1,2,0,0,2,1,3,2,0,0,3,1,0,,,360815,6222,78.7,78.7,84.52,84.52,78.89,78.89,75.64,75.64,100,100
Azerbaijan,AZE,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
Azerbaijan,AZE,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,0,,0,,,0,0,19.44,19.44,25,25,20.56,20.56,23.72,23.72,0,0
Azerbaijan,AZE,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,1,0,3,1,2,1,3,0,,0,0,0,2,1,2,2,0,0,0,,0,,,298,5,88.89,88.89,86.9,86.9,64.44,64.44,74.36,74.36,0,0
